Time,jersey_number,Team,Scored Goal,Missed Goal,role
9224,3,A,1,0,forward
9225,16,B,0,0,midfielder
9226,12,A,0,0,forward
9227,14,B,0,0,forward
9228,5,B,1,0,forward
9229,9,A,0,0,midfielder
9230,5,B,0,0,forward
9231,14,B,0,1,forward
9232,6,A,0,0,goalkeeper
9233,17,A,0,0,defender
9234,18,A,0,0,midfielder
9235,12,A,0,1,forward
9236,13,B,0,0,goalkeeper
9237,20,B,0,0,defender
9238,1,B,0,0,midfielder
9239,5,B,0,0,forward
9240,14,B,0,1,forward
9241,6,A,0,0,goalkeeper
9242,4,A,0,0,defender
9243,15,A,0,0,midfielder
9244,3,A,0,1,forward
9245,13,B,0,0,goalkeeper
9246,20,B,0,0,defender
9247,11,B,0,0,midfielder
9248,5,B,1,0,forward
9249,3,A,0,0,forward
9250,12,A,0,0,forward
9251,12,A,0,1,forward
9252,13,B,0,0,goalkeeper
9253,19,B,0,0,defender
9254,10,A,0,0,midfielder
9255,12,A,0,1,forward
9256,13,B,0,0,goalkeeper
9257,20,B,0,0,defender
9258,11,B,0,0,midfielder
9259,5,B,0,1,forward
9260,6,A,0,0,goalkeeper
9261,19,B,0,0,defender
9262,1,B,0,0,midfielder
9263,5,B,0,0,forward
9264,14,B,0,1,forward
9265,6,A,0,0,goalkeeper
9266,17,A,0,0,defender
9267,18,A,0,0,midfielder
9268,12,A,0,0,forward
9269,3,A,1,0,forward
9270,7,B,0,0,defender
9271,1,B,0,0,midfielder
9272,12,A,0,0,forward
9273,12,A,0,1,forward
9274,13,B,0,0,goalkeeper
9275,20,B,0,0,defender
9276,16,B,0,0,midfielder
9277,5,B,0,0,forward
9278,5,B,1,0,forward
9279,10,A,0,0,midfielder
9280,12,A,0,0,forward
9281,3,A,0,0,forward
9282,3,A,0,1,forward
9283,13,B,0,0,goalkeeper
9284,2,B,0,0,defender
9285,11,B,0,0,midfielder
9286,14,B,0,0,forward
9287,14,B,0,1,forward
9288,6,A,0,0,goalkeeper
9289,21,A,0,0,defender
9290,9,A,0,0,midfielder
9291,3,A,0,0,forward
9292,3,A,0,0,forward
9293,12,A,0,0,forward
9294,3,A,0,0,forward
9295,3,A,0,1,forward
9296,13,B,0,0,goalkeeper
9297,7,B,0,0,defender
9298,1,B,0,0,midfielder
9299,14,B,0,1,forward
9300,6,A,0,0,goalkeeper
9301,21,A,0,0,defender
9302,18,A,0,0,midfielder
9303,12,A,0,0,forward
9304,3,A,1,0,forward
9305,16,B,0,0,midfielder
9306,14,B,0,0,forward
9307,3,A,0,0,forward
9308,12,A,0,0,forward
9309,12,A,0,0,forward
9310,12,A,0,1,forward
9311,13,B,0,0,goalkeeper
9312,7,B,0,0,defender
9313,8,B,0,0,midfielder
9314,14,B,1,0,forward
9315,15,A,0,0,midfielder
9316,3,A,1,0,forward
9317,16,B,0,0,midfielder
9318,14,B,0,0,forward
9319,3,A,1,0,forward
9320,11,B,0,0,midfielder
9321,5,B,1,0,forward
9322,21,A,0,0,defender
9323,15,A,0,0,midfielder
9324,12,A,0,0,forward
9325,12,A,0,1,forward
9326,13,B,0,0,goalkeeper
9327,19,B,0,0,defender
9328,16,B,0,0,midfielder
9329,14,B,0,1,forward
9330,6,A,0,0,goalkeeper
9331,21,A,0,0,defender
9332,1,B,0,0,midfielder
9333,12,A,0,0,forward
9334,3,A,0,1,forward
9335,13,B,0,0,goalkeeper
9336,19,B,0,0,defender
9337,1,B,0,0,midfielder
9338,5,B,0,0,forward
9339,5,B,1,0,forward
9340,4,A,0,0,defender
9341,10,A,0,0,midfielder
9342,12,A,0,0,forward
9343,12,A,0,0,forward
9344,3,A,0,0,forward
9345,3,A,1,0,forward
9346,8,B,0,0,midfielder
9347,5,B,1,0,forward
9348,9,A,0,0,midfielder
9349,5,B,1,0,forward
9350,9,A,0,0,midfielder
9351,3,A,0,1,forward
9352,13,B,0,0,goalkeeper
9353,7,B,0,0,defender
9354,11,B,0,0,midfielder
9355,5,B,0,0,forward
9356,3,A,0,0,forward
9357,12,A,0,1,forward
9358,13,B,0,0,goalkeeper
9359,2,B,0,0,defender
9360,1,B,0,0,midfielder
9361,14,B,0,0,forward
9362,14,B,0,1,forward
9363,6,A,0,0,goalkeeper
9364,17,A,0,0,defender
9365,9,A,0,0,midfielder
9366,3,A,1,0,forward
9367,20,B,0,0,defender
9368,11,B,0,0,midfielder
9369,5,B,1,0,forward
9370,17,A,0,0,defender
9371,15,A,0,0,midfielder
9372,12,A,0,0,forward
9373,3,A,0,0,forward
9374,3,A,1,0,forward
9375,7,B,0,0,defender
9376,16,B,0,0,midfielder
9377,14,B,0,0,forward
9378,12,A,0,0,forward
9379,12,A,1,0,forward
9380,2,B,0,0,defender
9381,16,B,0,0,midfielder
9382,14,B,0,0,forward
9383,14,B,0,0,forward
9384,5,B,0,0,forward
9385,14,B,0,0,forward
9386,5,B,0,1,forward
9387,6,A,0,0,goalkeeper
9388,22,A,0,0,defender
9389,15,A,0,0,midfielder
9390,14,B,0,0,forward
9391,5,B,0,0,forward
9392,14,B,0,0,forward
9393,14,B,0,0,forward
9394,14,B,0,1,forward
9395,6,A,0,0,goalkeeper
9396,22,A,0,0,defender
9397,9,A,0,0,midfielder
9398,12,A,0,1,forward
9399,13,B,0,0,goalkeeper
9400,19,B,0,0,defender
9401,1,B,0,0,midfielder
9402,5,B,0,0,forward
9403,14,B,0,1,forward
9404,6,A,0,0,goalkeeper
9405,17,A,0,0,defender
9406,18,A,0,0,midfielder
9407,12,A,1,0,forward
9408,5,B,1,0,forward
9409,3,A,1,0,forward
9410,2,B,0,0,defender
9411,8,B,0,0,midfielder
9412,12,A,0,0,forward
9413,12,A,0,1,forward
9414,13,B,0,0,goalkeeper
9415,20,B,0,0,defender
9416,11,B,0,0,midfielder
9417,5,B,0,1,forward
9418,6,A,0,0,goalkeeper
9419,22,A,0,0,defender
9420,18,A,0,0,midfielder
9421,3,A,0,1,forward
9422,13,B,0,0,goalkeeper
9423,20,B,0,0,defender
9424,8,B,0,0,midfielder
9425,5,B,0,0,forward
9426,14,B,0,0,forward
9427,5,B,0,0,forward
9428,5,B,0,1,forward
9429,6,A,0,0,goalkeeper
9430,4,A,0,0,defender
9431,10,A,0,0,midfielder
9432,3,A,1,0,forward
9433,1,B,0,0,midfielder
9434,5,B,0,0,forward
9435,5,B,0,0,forward
9436,5,B,0,0,forward
9437,5,B,1,0,forward
9438,21,A,0,0,defender
9439,15,A,0,0,midfielder
9440,12,A,0,0,forward
9441,14,B,0,0,forward
9442,5,B,0,0,forward
9443,5,B,0,0,forward
9444,14,B,0,0,forward
9445,14,B,0,0,forward
9446,14,B,0,0,forward
9447,14,B,0,0,forward
9448,5,B,1,0,forward
9449,4,A,0,0,defender
9450,18,A,0,0,midfielder
9451,12,A,0,1,forward
9452,13,B,0,0,goalkeeper
9453,19,B,0,0,defender
9454,18,A,0,0,midfielder
9455,3,A,1,0,forward
9456,11,B,0,0,midfielder
9457,5,B,0,0,forward
9458,14,B,0,0,forward
9459,14,B,0,1,forward
9460,6,A,0,0,goalkeeper
9461,4,A,0,0,defender
9462,18,A,0,0,midfielder
9463,12,A,0,0,forward
9464,3,A,1,0,forward
9465,16,B,0,0,midfielder
9466,14,B,0,0,forward
9467,14,B,0,1,forward
9468,6,A,0,0,goalkeeper
9469,17,A,0,0,defender
9470,18,A,0,0,midfielder
9471,12,A,0,1,forward
9472,13,B,0,0,goalkeeper
9473,19,B,0,0,defender
9474,1,B,0,0,midfielder
9475,14,B,0,0,forward
9476,14,B,0,1,forward
9477,6,A,0,0,goalkeeper
9478,22,A,0,0,defender
9479,15,A,0,0,midfielder
9480,3,A,1,0,forward
9481,8,B,0,0,midfielder
9482,5,B,0,0,forward
9483,14,B,0,1,forward
9484,6,A,0,0,goalkeeper
9485,4,A,0,0,defender
9486,10,A,0,0,midfielder
9487,12,A,0,1,forward
9488,13,B,0,0,goalkeeper
9489,19,B,0,0,defender
9490,8,B,0,0,midfielder
9491,14,B,0,1,forward
9492,6,A,0,0,goalkeeper
9493,21,A,0,0,defender
9494,15,A,0,0,midfielder
9495,3,A,1,0,forward
9496,11,B,0,0,midfielder
9497,14,B,0,0,forward
9498,5,B,0,1,forward
9499,6,A,0,0,goalkeeper
9500,19,B,0,0,defender
9501,11,B,0,0,midfielder
9502,14,B,0,0,forward
9503,3,A,1,0,forward
9504,8,B,0,0,midfielder
9505,5,B,0,0,forward
9506,14,B,0,1,forward
9507,6,A,0,0,goalkeeper
9508,17,A,0,0,defender
9509,15,A,0,0,midfielder
9510,3,A,0,0,forward
9511,3,A,1,0,forward
9512,16,B,0,0,midfielder
9513,5,B,0,0,forward
9514,14,B,0,1,forward
9515,6,A,0,0,goalkeeper
9516,4,A,0,0,defender
9517,10,A,0,0,midfielder
9518,3,A,1,0,forward
9519,20,B,0,0,defender
9520,16,B,0,0,midfielder
9521,5,B,0,1,forward
9522,6,A,0,0,goalkeeper
9523,21,A,0,0,defender
9524,10,A,0,0,midfielder
9525,5,B,0,1,forward
9526,6,A,0,0,goalkeeper
9527,4,A,0,0,defender
9528,9,A,0,0,midfielder
9529,3,A,0,0,forward
9530,3,A,0,0,forward
9531,12,A,0,1,forward
9532,13,B,0,0,goalkeeper
9533,22,A,0,0,defender
9534,10,A,0,0,midfielder
9535,5,B,0,0,forward
9536,14,B,0,0,forward
9537,5,B,0,0,forward
9538,5,B,1,0,forward
9539,12,A,0,0,forward
9540,12,A,0,1,forward
9541,13,B,0,0,goalkeeper
9542,19,B,0,0,defender
9543,15,A,0,0,midfielder
9544,3,A,1,0,forward
9545,14,B,0,0,forward
9546,14,B,0,1,forward
9547,6,A,0,0,goalkeeper
9548,4,A,0,0,defender
9549,15,A,0,0,midfielder
9550,12,A,0,0,forward
9551,3,A,1,0,forward
9552,11,B,0,0,midfielder
9553,14,B,0,0,forward
9554,5,B,0,0,forward
9555,14,B,0,0,forward
9556,14,B,0,1,forward
9557,6,A,0,0,goalkeeper
9558,22,A,0,0,defender
9559,9,A,0,0,midfielder
9560,12,A,0,1,forward
9561,13,B,0,0,goalkeeper
9562,7,B,0,0,defender
9563,1,B,0,0,midfielder
9564,5,B,1,0,forward
9565,9,A,0,0,midfielder
9566,3,A,0,0,forward
9567,3,A,1,0,forward
9568,5,B,0,1,forward
9569,6,A,0,0,goalkeeper
9570,17,A,0,0,defender
9571,9,A,0,0,midfielder
9572,3,A,0,0,forward
9573,12,A,0,0,forward
9574,12,A,0,1,forward
9575,13,B,0,0,goalkeeper
9576,2,B,0,0,defender
9577,11,B,0,0,midfielder
9578,12,A,1,0,forward
9579,1,B,0,0,midfielder
9580,14,B,0,1,forward
9581,6,A,0,0,goalkeeper
9582,2,B,0,0,defender
9583,9,A,0,0,midfielder
9584,3,A,0,0,forward
9585,3,A,0,0,forward
9586,12,A,1,0,forward
9587,19,B,0,0,defender
9588,8,B,0,0,midfielder
9589,14,B,0,1,forward
9590,6,A,0,0,goalkeeper
9591,22,A,0,0,defender
9592,18,A,0,0,midfielder
9593,3,A,0,0,forward
9594,12,A,0,0,forward
9595,14,B,0,1,forward
9596,6,A,0,0,goalkeeper
9597,21,A,0,0,defender
9598,15,A,0,0,midfielder
9599,12,A,0,0,forward
9600,12,A,0,0,forward
9601,12,A,0,0,forward
9602,3,A,0,1,forward
9603,13,B,0,0,goalkeeper
9604,19,B,0,0,defender
9605,8,B,0,0,midfielder
9606,5,B,1,0,forward
9607,18,A,0,0,midfielder
9608,5,B,1,0,forward
9609,15,A,0,0,midfielder
9610,3,A,0,0,forward
9611,12,A,0,0,forward
9612,12,A,0,0,forward
9613,3,A,0,0,forward
9614,3,A,0,1,forward
9615,13,B,0,0,goalkeeper
9616,22,A,0,0,defender
9617,18,A,0,0,midfielder
9618,12,A,0,1,forward
9619,13,B,0,0,goalkeeper
9620,19,B,0,0,defender
9621,8,B,0,0,midfielder
9622,14,B,0,0,forward
9623,12,A,0,0,forward
9624,3,A,1,0,forward
9625,1,B,0,0,midfielder
9626,3,A,1,0,forward
9627,20,B,0,0,defender
9628,16,B,0,0,midfielder
9629,14,B,0,0,forward
9630,5,B,0,0,forward
9631,5,B,0,0,forward
9632,14,B,0,1,forward
9633,6,A,0,0,goalkeeper
9634,22,A,0,0,defender
9635,16,B,0,0,midfielder
9636,14,B,0,1,forward
9637,6,A,0,0,goalkeeper
9638,22,A,0,0,defender
9639,8,B,0,0,midfielder
9640,5,B,0,0,forward
9641,5,B,0,0,forward
9642,5,B,1,0,forward
9643,10,A,0,0,midfielder
9644,12,A,0,1,forward
9645,13,B,0,0,goalkeeper
9646,20,B,0,0,defender
9647,11,B,0,0,midfielder
9648,5,B,1,0,forward
9649,9,A,0,0,midfielder
9650,3,A,1,0,forward
9651,16,B,0,0,midfielder
9652,5,B,0,0,forward
9653,14,B,0,0,forward
9654,5,B,1,0,forward
9655,10,A,0,0,midfielder
9656,12,A,0,0,forward
9657,12,A,1,0,forward
9658,16,B,0,0,midfielder
9659,14,B,0,1,forward
9660,6,A,0,0,goalkeeper
9661,17,A,0,0,defender
9662,18,A,0,0,midfielder
9663,14,B,0,0,forward
9664,14,B,0,0,forward
9665,14,B,0,0,forward
9666,5,B,1,0,forward
9667,22,A,0,0,defender
9668,10,A,0,0,midfielder
9669,12,A,1,0,forward
9670,5,B,0,0,forward
9671,5,B,1,0,forward
9672,18,A,0,0,midfielder
9673,3,A,0,0,forward
9674,3,A,1,0,forward
9675,11,B,0,0,midfielder
9676,5,B,0,0,forward
9677,5,B,0,0,forward
9678,5,B,1,0,forward
9679,12,A,0,0,forward
9680,3,A,1,0,forward
9681,19,B,0,0,defender
9682,8,B,0,0,midfielder
9683,14,B,0,1,forward
9684,6,A,0,0,goalkeeper
9685,17,A,0,0,defender
9686,10,A,0,0,midfielder
9687,12,A,0,1,forward
9688,13,B,0,0,goalkeeper
9689,22,A,0,0,defender
9690,10,A,0,0,midfielder
9691,12,A,0,1,forward
9692,13,B,0,0,goalkeeper
9693,20,B,0,0,defender
9694,8,B,0,0,midfielder
9695,14,B,0,0,forward
9696,14,B,0,1,forward
9697,6,A,0,0,goalkeeper
9698,20,B,0,0,defender
9699,16,B,0,0,midfielder
9700,5,B,0,0,forward
9701,14,B,0,1,forward
9702,6,A,0,0,goalkeeper
9703,22,A,0,0,defender
9704,9,A,0,0,midfielder
9705,12,A,0,1,forward
9706,13,B,0,0,goalkeeper
9707,2,B,0,0,defender
9708,16,B,0,0,midfielder
9709,5,B,0,0,forward
9710,14,B,0,0,forward
9711,5,B,0,0,forward
9712,14,B,1,0,forward
9713,4,A,0,0,defender
9714,18,A,0,0,midfielder
9715,12,A,0,0,forward
9716,14,B,0,0,forward
9717,12,A,0,0,forward
9718,12,A,0,0,forward
9719,3,A,0,0,forward
9720,3,A,0,0,forward
9721,12,A,0,1,forward
9722,13,B,0,0,goalkeeper
9723,2,B,0,0,defender
9724,8,B,0,0,midfielder
9725,3,A,0,0,forward
9726,12,A,0,1,forward
9727,13,B,0,0,goalkeeper
9728,2,B,0,0,defender
9729,8,B,0,0,midfielder
9730,12,A,0,0,forward
9731,3,A,0,0,forward
9732,12,A,0,1,forward
9733,13,B,0,0,goalkeeper
9734,19,B,0,0,defender
9735,15,A,0,0,midfielder
9736,3,A,1,0,forward
9737,11,B,0,0,midfielder
9738,5,B,0,0,forward
9739,5,B,0,0,forward
9740,14,B,0,1,forward
9741,6,A,0,0,goalkeeper
9742,22,A,0,0,defender
9743,10,A,0,0,midfielder
9744,12,A,0,0,forward
9745,3,A,1,0,forward
9746,19,B,0,0,defender
9747,1,B,0,0,midfielder
9748,5,B,0,0,forward
9749,14,B,0,0,forward
9750,14,B,0,1,forward
9751,6,A,0,0,goalkeeper
9752,17,A,0,0,defender
9753,10,A,0,0,midfielder
9754,12,A,0,0,forward
9755,3,A,0,0,forward
9756,3,A,0,0,forward
9757,12,A,0,0,forward
9758,12,A,0,0,forward
9759,5,B,0,0,forward
9760,14,B,0,1,forward
9761,6,A,0,0,goalkeeper
9762,22,A,0,0,defender
9763,9,A,0,0,midfielder
9764,12,A,0,0,forward
9765,3,A,1,0,forward
9766,5,B,1,0,forward
9767,15,A,0,0,midfielder
9768,12,A,0,0,forward
9769,12,A,0,0,forward
9770,12,A,0,0,forward
9771,3,A,0,0,forward
9772,12,A,0,1,forward
9773,13,B,0,0,goalkeeper
9774,20,B,0,0,defender
9775,16,B,0,0,midfielder
9776,5,B,0,1,forward
9777,6,A,0,0,goalkeeper
9778,21,A,0,0,defender
9779,18,A,0,0,midfielder
9780,12,A,0,0,forward
9781,12,A,0,1,forward
9782,13,B,0,0,goalkeeper
9783,7,B,0,0,defender
9784,8,B,0,0,midfielder
9785,5,B,0,0,forward
9786,14,B,0,0,forward
9787,5,B,0,0,forward
9788,14,B,0,1,forward
9789,6,A,0,0,goalkeeper
9790,22,A,0,0,defender
9791,9,A,0,0,midfielder
9792,12,A,0,1,forward
9793,13,B,0,0,goalkeeper
9794,7,B,0,0,defender
9795,11,B,0,0,midfielder
9796,5,B,0,0,forward
9797,12,A,0,1,forward
9798,13,B,0,0,goalkeeper
9799,19,B,0,0,defender
9800,16,B,0,0,midfielder
9801,14,B,0,1,forward
9802,6,A,0,0,goalkeeper
9803,21,A,0,0,defender
9804,9,A,0,0,midfielder
9805,3,A,1,0,forward
9806,5,B,0,0,forward
9807,14,B,0,1,forward
9808,6,A,0,0,goalkeeper
9809,17,A,0,0,defender
9810,15,A,0,0,midfielder
9811,3,A,0,0,forward
9812,12,A,0,0,forward
9813,12,A,0,1,forward
9814,13,B,0,0,goalkeeper
9815,20,B,0,0,defender
9816,11,B,0,0,midfielder
9817,5,B,1,0,forward
9818,21,A,0,0,defender
9819,16,B,0,0,midfielder
9820,14,B,0,1,forward
9821,6,A,0,0,goalkeeper
9822,17,A,0,0,defender
9823,11,B,0,0,midfielder
9824,12,A,0,1,forward
9825,13,B,0,0,goalkeeper
9826,7,B,0,0,defender
9827,16,B,0,0,midfielder
9828,5,B,0,1,forward
9829,6,A,0,0,goalkeeper
9830,17,A,0,0,defender
9831,9,A,0,0,midfielder
9832,12,A,0,0,forward
9833,3,A,1,0,forward
9834,14,B,0,0,forward
9835,3,A,1,0,forward
9836,19,B,0,0,defender
9837,11,B,0,0,midfielder
9838,5,B,0,0,forward
9839,14,B,0,1,forward
9840,6,A,0,0,goalkeeper
9841,17,A,0,0,defender
9842,15,A,0,0,midfielder
9843,3,A,0,1,forward
9844,13,B,0,0,goalkeeper
9845,7,B,0,0,defender
9846,16,B,0,0,midfielder
9847,5,B,0,0,forward
9848,5,B,0,0,forward
9849,14,B,0,1,forward
9850,6,A,0,0,goalkeeper
9851,4,A,0,0,defender
9852,9,A,0,0,midfielder
9853,12,A,0,0,forward
9854,12,A,0,1,forward
9855,13,B,0,0,goalkeeper
9856,2,B,0,0,defender
9857,16,B,0,0,midfielder
9858,14,B,0,0,forward
9859,14,B,1,0,forward
9860,12,A,0,0,forward
9861,3,A,1,0,forward
9862,14,B,0,0,forward
9863,5,B,1,0,forward
9864,21,A,0,0,defender
9865,10,A,0,0,midfielder
9866,3,A,1,0,forward
9867,11,B,0,0,midfielder
9868,14,B,0,1,forward
9869,6,A,0,0,goalkeeper
9870,17,A,0,0,defender
9871,15,A,0,0,midfielder
9872,12,A,0,1,forward
9873,13,B,0,0,goalkeeper
9874,2,B,0,0,defender
9875,11,B,0,0,midfielder
9876,14,B,0,1,forward
9877,6,A,0,0,goalkeeper
9878,17,A,0,0,defender
9879,10,A,0,0,midfielder
9880,12,A,1,0,forward
9881,8,B,0,0,midfielder
9882,14,B,0,1,forward
9883,6,A,0,0,goalkeeper
9884,21,A,0,0,defender
9885,10,A,0,0,midfielder
9886,3,A,1,0,forward
9887,16,B,0,0,midfielder
9888,14,B,0,0,forward
9889,14,B,0,0,forward
9890,5,B,1,0,forward
9891,18,A,0,0,midfielder
9892,12,A,0,1,forward
9893,13,B,0,0,goalkeeper
9894,19,B,0,0,defender
9895,10,A,0,0,midfielder
9896,3,A,1,0,forward
9897,14,B,1,0,forward
9898,4,A,0,0,defender
9899,15,A,0,0,midfielder
9900,12,A,1,0,forward
9901,8,B,0,0,midfielder
9902,14,B,0,0,forward
9903,5,B,0,0,forward
9904,14,B,0,0,forward
9905,5,B,1,0,forward
9906,21,A,0,0,defender
9907,15,A,0,0,midfielder
9908,5,B,0,1,forward
9909,6,A,0,0,goalkeeper
9910,19,B,0,0,defender
9911,8,B,0,0,midfielder
9912,14,B,0,0,forward
9913,14,B,0,0,forward
9914,14,B,0,0,forward
9915,14,B,0,0,forward
9916,14,B,0,0,forward
9917,14,B,1,0,forward
9918,9,A,0,0,midfielder
9919,3,A,1,0,forward
9920,8,B,0,0,midfielder
9921,14,B,0,0,forward
9922,5,B,1,0,forward
9923,15,A,0,0,midfielder
9924,12,A,0,0,forward
9925,14,B,0,0,forward
9926,14,B,0,1,forward
9927,6,A,0,0,goalkeeper
9928,22,A,0,0,defender
9929,15,A,0,0,midfielder
9930,12,A,0,0,forward
9931,3,A,0,0,forward
9932,3,A,0,0,forward
9933,12,A,0,0,forward
9934,12,A,0,0,forward
9935,12,A,0,1,forward
9936,13,B,0,0,goalkeeper
9937,7,B,0,0,defender
9938,8,B,0,0,midfielder
9939,14,B,1,0,forward
9940,3,A,0,0,forward
9941,3,A,0,0,forward
9942,3,A,0,0,forward
9943,3,A,1,0,forward
9944,7,B,0,0,defender
9945,8,B,0,0,midfielder
9946,12,A,0,0,forward
9947,12,A,1,0,forward
9948,20,B,0,0,defender
9949,16,B,0,0,midfielder
9950,5,B,0,1,forward
9951,6,A,0,0,goalkeeper
9952,4,A,0,0,defender
9953,10,A,0,0,midfielder
9954,12,A,0,1,forward
9955,13,B,0,0,goalkeeper
9956,19,B,0,0,defender
9957,1,B,0,0,midfielder
9958,14,B,0,1,forward
9959,6,A,0,0,goalkeeper
9960,22,A,0,0,defender
9961,15,A,0,0,midfielder
9962,3,A,0,0,forward
9963,12,A,0,1,forward
9964,13,B,0,0,goalkeeper
9965,2,B,0,0,defender
9966,16,B,0,0,midfielder
9967,14,B,0,1,forward
9968,6,A,0,0,goalkeeper
9969,2,B,0,0,defender
9970,8,B,0,0,midfielder
9971,14,B,0,1,forward
9972,6,A,0,0,goalkeeper
9973,4,A,0,0,defender
9974,10,A,0,0,midfielder
9975,12,A,0,1,forward
9976,13,B,0,0,goalkeeper
9977,21,A,0,0,defender
9978,9,A,0,0,midfielder
9979,5,B,0,0,forward
9980,14,B,0,0,forward
9981,14,B,0,1,forward
9982,6,A,0,0,goalkeeper
9983,21,A,0,0,defender
9984,18,A,0,0,midfielder
9985,14,B,0,1,forward
9986,6,A,0,0,goalkeeper
9987,4,A,0,0,defender
9988,9,A,0,0,midfielder
9989,12,A,0,0,forward
9990,3,A,0,0,forward
9991,3,A,0,0,forward
9992,12,A,0,0,forward
9993,12,A,0,1,forward
9994,13,B,0,0,goalkeeper
9995,7,B,0,0,defender
9996,1,B,0,0,midfielder
9997,5,B,0,0,forward
9998,14,B,0,0,forward
9999,5,B,0,0,forward
10000,5,B,1,0,forward
10001,21,A,0,0,defender
10002,10,A,0,0,midfielder
10003,12,A,1,0,forward
10004,5,B,1,0,forward
10005,3,A,0,0,forward
10006,12,A,0,0,forward
10007,3,A,0,1,forward
10008,13,B,0,0,goalkeeper
10009,7,B,0,0,defender
10010,16,B,0,0,midfielder
10011,14,B,0,1,forward
10012,6,A,0,0,goalkeeper
10013,21,A,0,0,defender
10014,10,A,0,0,midfielder
10015,3,A,0,0,forward
10016,12,A,0,1,forward
10017,13,B,0,0,goalkeeper
10018,2,B,0,0,defender
10019,1,B,0,0,midfielder
10020,14,B,0,0,forward
10021,14,B,0,1,forward
10022,6,A,0,0,goalkeeper
10023,21,A,0,0,defender
10024,15,A,0,0,midfielder
10025,3,A,0,0,forward
10026,12,A,0,0,forward
10027,12,A,0,1,forward
10028,13,B,0,0,goalkeeper
10029,19,B,0,0,defender
10030,11,B,0,0,midfielder
10031,5,B,1,0,forward
10032,9,A,0,0,midfielder
10033,3,A,0,0,forward
10034,12,A,0,1,forward
10035,13,B,0,0,goalkeeper
10036,20,B,0,0,defender
10037,11,B,0,0,midfielder
10038,14,B,0,0,forward
10039,14,B,0,1,forward
10040,6,A,0,0,goalkeeper
10041,4,A,0,0,defender
10042,18,A,0,0,midfielder
10043,5,B,0,0,forward
10044,5,B,1,0,forward
10045,10,A,0,0,midfielder
10046,12,A,0,1,forward
10047,13,B,0,0,goalkeeper
10048,20,B,0,0,defender
10049,11,B,0,0,midfielder
10050,14,B,0,0,forward
10051,14,B,0,1,forward
10052,6,A,0,0,goalkeeper
10053,20,B,0,0,defender
10054,16,B,0,0,midfielder
10055,5,B,1,0,forward
10056,3,A,1,0,forward
10057,5,B,0,0,forward
10058,5,B,1,0,forward
10059,21,A,0,0,defender
10060,9,A,0,0,midfielder
10061,3,A,1,0,forward
10062,16,B,0,0,midfielder
10063,3,A,1,0,forward
10064,2,B,0,0,defender
10065,1,B,0,0,midfielder
10066,12,A,1,0,forward
10067,11,B,0,0,midfielder
10068,14,B,0,1,forward
10069,6,A,0,0,goalkeeper
10070,4,A,0,0,defender
10071,10,A,0,0,midfielder
10072,12,A,0,0,forward
10073,12,A,0,0,forward
10074,3,A,1,0,forward
10075,19,B,0,0,defender
10076,1,B,0,0,midfielder
10077,14,B,0,1,forward
10078,6,A,0,0,goalkeeper
10079,21,A,0,0,defender
10080,15,A,0,0,midfielder
10081,12,A,0,1,forward
10082,13,B,0,0,goalkeeper
10083,7,B,0,0,defender
10084,16,B,0,0,midfielder
10085,14,B,0,1,forward
10086,6,A,0,0,goalkeeper
10087,22,A,0,0,defender
10088,9,A,0,0,midfielder
10089,3,A,1,0,forward
10090,11,B,0,0,midfielder
10091,5,B,1,0,forward
10092,21,A,0,0,defender
10093,9,A,0,0,midfielder
10094,12,A,0,0,forward
10095,3,A,0,0,forward
10096,12,A,0,1,forward
10097,13,B,0,0,goalkeeper
10098,17,A,0,0,defender
10099,18,A,0,0,midfielder
10100,3,A,0,0,forward
10101,3,A,0,0,forward
10102,12,A,0,0,forward
10103,12,A,0,1,forward
10104,13,B,0,0,goalkeeper
10105,7,B,0,0,defender
10106,16,B,0,0,midfielder
10107,12,A,0,1,forward
10108,13,B,0,0,goalkeeper
10109,20,B,0,0,defender
10110,8,B,0,0,midfielder
10111,3,A,0,0,forward
10112,3,A,0,0,forward
10113,12,A,0,0,forward
10114,14,B,1,0,forward
10115,18,A,0,0,midfielder
10116,12,A,0,0,forward
10117,12,A,0,0,forward
10118,3,A,0,0,forward
10119,3,A,0,0,forward
10120,12,A,0,0,forward
10121,12,A,0,0,forward
10122,3,A,0,0,forward
10123,5,B,0,0,forward
10124,5,B,0,1,forward
10125,6,A,0,0,goalkeeper
10126,22,A,0,0,defender
10127,9,A,0,0,midfielder
10128,12,A,0,1,forward
10129,13,B,0,0,goalkeeper
10130,21,A,0,0,defender
10131,15,A,0,0,midfielder
10132,12,A,0,0,forward
10133,3,A,1,0,forward
10134,7,B,0,0,defender
10135,8,B,0,0,midfielder
10136,14,B,0,0,forward
10137,5,B,0,0,forward
10138,14,B,0,1,forward
10139,6,A,0,0,goalkeeper
10140,17,A,0,0,defender
10141,15,A,0,0,midfielder
10142,3,A,0,0,forward
10143,12,A,0,0,forward
10144,12,A,1,0,forward
10145,14,B,1,0,forward
10146,9,A,0,0,midfielder
10147,5,B,0,0,forward
10148,12,A,0,0,forward
10149,12,A,0,0,forward
10150,12,A,0,1,forward
10151,13,B,0,0,goalkeeper
10152,2,B,0,0,defender
10153,8,B,0,0,midfielder
10154,14,B,0,0,forward
10155,3,A,0,0,forward
10156,3,A,1,0,forward
